SMILES_RepeatUnit_1,SMILES_Monomer_0,MD,RepeatUnit_1_MFF_GPR,RepeatUnit_1_MFF_Lasso,RepeatUnit_1_MFF_RF,RepeatUnit_1_MFF_SVM,RepeatUnit_1_MFF_DNN,RepeatUnit_1_MFF_CNN,RepeatUnit_1_MF_GPR,RepeatUnit_1_MF_Lasso,RepeatUnit_1_MF_RF,RepeatUnit_1_MF_SVM,RepeatUnit_1_MF_DNN,RepeatUnit_1_MF_CNN,RepeatUnit_1_ME_GPR,RepeatUnit_1_ME_Lasso,RepeatUnit_1_ME_RF,RepeatUnit_1_ME_SVM,RepeatUnit_1_ME_DNN,RepeatUnit_1_ME_CNN,RepeatUnit_1_Descriptor_GPR,RepeatUnit_1_Descriptor_Lasso,RepeatUnit_1_Descriptor_RF,RepeatUnit_1_Descriptor_SVM,RepeatUnit_1_Descriptor_DNN,RepeatUnit_1_Descriptor_CNN,Polymerized_16_ME_GPR,Polymerized_16_ME_Lasso,Polymerized_16_ME_RF,Polymerized_16_ME_SVM,Polymerized_16_ME_DNN,Polymerized_16_ME_CNN,Polymerized_16_Descriptor_GPR,Polymerized_16_Descriptor_Lasso,Polymerized_16_Descriptor_RF,Polymerized_16_Descriptor_SVM,Polymerized_16_Descriptor_DNN,Polymerized_16_Descriptor_CNN,Polymerized_16_MFF_GPR,Polymerized_16_MFF_Lasso,Polymerized_16_MFF_RF,Polymerized_16_MFF_SVM,Polymerized_16_MFF_DNN,Polymerized_16_MFF_CNN,Polymerized_16_MF_GPR,Polymerized_16_MF_Lasso,Polymerized_16_MF_RF,Polymerized_16_MF_SVM,Polymerized_16_MF_DNN,Polymerized_16_MF_CNN,Monomer_0_MFF_GPR,Monomer_0_MFF_Lasso,Monomer_0_MFF_RF,Monomer_0_MFF_SVM,Monomer_0_MFF_DNN,Monomer_0_MFF_CNN,Monomer_0_MF_GPR,Monomer_0_MF_Lasso,Monomer_0_MF_RF,Monomer_0_MF_SVM,Monomer_0_MF_DNN,Monomer_0_MF_CNN,Monomer_0_ME_GPR,Monomer_0_ME_Lasso,Monomer_0_ME_RF,Monomer_0_ME_SVM,Monomer_0_ME_DNN,Monomer_0_ME_CNN,Monomer_0_Descriptor_GPR,Monomer_0_Descriptor_Lasso,Monomer_0_Descriptor_RF,Monomer_0_Descriptor_SVM,Monomer_0_Descriptor_DNN,Monomer_0_Descriptor_CNN,Monomer_0_CNN,RepeartUnit_1_CNN,Monomer_0_RNN,RepeartUnit_1_RNN,GCNN_Monomer,GCNN_RepeatUnit_1,GCNN_Polymerized_16
*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C=Nc1ccc(CCc2ccc(N=C=O)cc2)cc1,183.1975298,185.46,172.34,218.54,191.89,212.18,192.92,170.56,180.40,185.31,185.89,189.49,170.11,202.19,155.02,215.68,151.14,191.98,203.21,215.58,217.45,219.32,210.08,195.37,220.76,203.79,167.65,226.47,164.26,200.31,194.07,209.04,214.04,210.07,217.62,208.63,203.02,178.59,171.95,218.99,200.91,182.09,184.90,163.14,183.98,175.18,187.88,179.67,165.62,185.74,199.81,228.29,210.48,212.23,212.67,195.10,215.63,222.34,210.72,225.36,210.94,203.22,208.64,209.17,208.98,205.33,199.57,202.03,192.91,220.55,203.41,195.99,199.83,216.15,247.08,241.09,227.15,195.93,190.62,153.63
*C1C(=O)N(C(=O)C1C(C*)OC(=O)C)c1ccccc1,CC(=O)OC=C.O=C1C=CC(=O)N1c2ccccc2,157.3759721,163.63,100.14,192.03,122.90,129.77,146.83,150.27,139.11,193.23,147.76,120.66,160.39,199.57,149.34,189.50,149.28,180.48,171.90,180.60,118.80,164.30,117.81,142.64,136.40,196.96,147.37,188.49,159.50,196.24,178.58,166.08,135.35,172.53,128.70,127.15,134.29,161.04,114.88,195.34,127.96,128.58,136.11,148.28,141.39,199.00,151.85,139.87,178.70,171.92,95.09,165.26,92.80,166.49,134.19,154.35,155.60,189.25,168.56,163.43,161.42,181.62,102.50,137.49,110.66,156.86,150.48,188.88,136.45,160.11,124.85,143.60,134.03,109.04,178.76,150.11,192.79,227.63,172.95,201.02
*OC(CC(=O)*)C(Cl)Cl,ClC(Cl)C1CC(=O)O1,110.2326669,45.19,77.14,66.90,80.76,59.84,52.94,59.92,48.70,39.84,43.66,49.27,49.09,53.32,54.82,64.14,69.00,56.39,70.96,109.26,39.16,102.20,31.49,41.01,38.83,73.12,91.13,51.66,86.60,101.48,65.33,61.52,29.66,56.41,29.20,26.63,15.60,44.16,76.09,75.62,74.66,67.13,48.46,67.19,46.39,35.79,39.12,36.34,35.68,49.44,80.48,23.28,66.13,70.55,63.05,109.00,82.65,41.51,86.44,76.14,87.22,42.11,82.30,40.33,81.55,78.96,48.26,46.42,23.68,22.67,28.45,39.75,17.48,69.98,34.83,92.80,64.56,67.80,42.33,-3.65
*OC(=O)NCCCCCCCCCCNC(=O)OCCCCCCCC*,OCCCCCCCCO.O=C=NCCCCCCCCCCN=C=O,24.78605928,17.64,-16.48,37.05,-10.61,11.10,10.75,46.66,-28.74,49.46,-24.87,22.09,5.55,41.55,3.72,44.53,5.45,13.23,35.73,48.55,5.45,44.18,10.08,8.69,12.91,41.77,0.73,37.75,0.68,16.63,-7.57,43.75,4.40,43.78,0.59,1.64,21.07,14.16,-13.81,38.73,-10.95,13.56,-11.11,45.29,-24.56,48.30,-24.46,8.03,6.50,18.44,2.17,31.23,2.27,5.78,0.85,32.52,-2.30,35.88,-4.87,3.01,8.32,43.11,1.55,36.31,4.37,0.49,24.53,41.69,-27.01,20.88,-15.50,-13.29,-28.48,30.73,17.88,-8.38,14.96,36.28,36.44,4.43
*C1C=CC(CC1)*,C1CC=CC=C1,103.377349,90.60,104.51,89.93,111.09,101.85,112.50,130.53,132.62,115.50,122.79,148.87,131.89,88.13,122.60,147.32,118.51,87.60,121.58,109.57,67.80,87.66,25.60,56.17,82.82,64.70,162.87,127.93,150.89,55.96,102.67,48.66,83.58,79.38,65.85,149.35,107.58,99.06,119.01,84.24,127.16,102.92,111.60,131.98,130.13,101.86,119.92,111.66,145.27,62.91,82.04,64.43,77.29,75.72,52.44,9.04,67.88,77.32,57.06,59.46,43.90,12.11,8.43,72.58,-2.61,-0.99,-3.56,-13.16,65.91,46.31,43.70,44.22,44.54,38.46,79.62,95.47,96.36,46.35,70.89,71.73
*NC(=O)NCCCP(CCC*)c1ccccc1,NCCCP(CCCN)c1ccccc1.NC(=O)N,-49.19787298,45.64,64.20,55.55,79.40,57.17,62.49,74.84,118.34,71.60,125.92,113.45,90.47,21.22,-6.18,87.00,-67.30,15.37,48.24,121.02,91.34,102.67,105.46,83.55,78.00,42.35,6.15,67.52,22.01,55.06,35.56,78.43,97.37,105.34,104.83,80.41,62.47,46.33,57.25,55.34,67.43,50.60,66.88,77.91,127.67,67.66,135.22,118.00,122.35,140.97,133.56,82.58,149.06,132.68,124.36,140.97,134.91,86.21,137.79,139.98,142.53,132.01,108.78,86.44,53.23,144.42,155.78,136.52,173.44,104.92,178.34,171.20,177.84,108.87,82.08,73.89,53.69,100.55,87.26,101.15
*c1oc(nn1)CCCCCCCC*,NNC(=O)CCCCCCCCC(=O)NN,-48.88416733,17.82,85.95,19.92,86.43,21.22,33.34,2.61,55.36,79.24,51.54,50.58,78.83,-15.57,61.60,0.51,51.83,-9.42,-10.66,-6.05,33.24,41.70,31.40,22.56,23.93,-51.22,55.44,-10.50,61.34,-51.50,-15.33,-4.21,36.28,21.74,31.03,28.46,5.04,8.99,80.94,20.43,82.88,11.83,24.67,2.46,58.43,69.27,51.21,32.71,44.10,94.48,97.78,56.28,111.63,111.76,76.38,84.34,52.98,47.71,55.89,54.03,76.42,57.75,102.61,80.46,105.85,60.46,92.73,139.94,90.39,68.07,78.17,82.63,102.14,20.83,6.50,116.24,59.61,75.59,62.87,1.50
*OC(=O)NCCCCCCNC(=O)OCC(C*)(C)C,NCCCCCCN.CC(C)(COC(=O)Cl)COC(=O)Cl,47.60248847,31.28,6.26,22.27,15.11,19.74,12.69,14.47,-22.00,6.00,-14.42,29.45,22.41,7.17,16.97,34.49,12.38,15.79,46.04,47.50,40.73,47.23,48.10,33.15,35.20,5.42,-9.77,30.63,9.97,38.25,10.70,38.46,40.29,50.69,39.92,31.62,42.00,25.04,0.72,4.55,13.90,32.87,10.55,3.10,-20.12,-10.04,-13.08,6.34,16.53,70.24,65.94,51.27,65.45,57.05,22.76,61.28,21.44,43.35,13.32,29.31,62.54,66.91,41.27,53.91,50.35,39.17,31.25,82.30,60.34,58.76,65.53,48.48,61.13,95.43,41.11,54.03,26.81,70.82,16.52,-2.91
*N=P(*)(OCC(C(C(F)(F)F)(F)F)(F)F)OCC(C(C(F)(F)F)(F)F)(F)F,,-77.91107652,-37.24,21.90,-52.68,24.45,-16.43,-31.19,-11.14,15.61,-24.31,15.50,-33.75,-5.26,-25.55,-1.68,8.41,4.58,-7.25,-34.66,-44.26,20.76,-32.01,20.74,20.02,3.68,-28.56,-11.88,-8.69,2.50,-17.23,-72.66,18.56,-7.02,-28.67,22.99,-39.77,-22.05,-43.55,18.09,-51.98,18.79,-33.20,-23.71,-17.78,12.76,-30.90,11.83,7.13,-5.95,,,,,,,,,,,,,,,,,,,,,,,,,,-37.51,,-41.90,,-55.71,-53.49
*OC(=O)c1ccc(cc1)C(=O)OCCCCCC(=O)NCCNC(=O)CCCCC*,OCCCCCC(=O)NCCNC(=O)CCCCCO.COC(=O)c1ccc(cc1)C(=O)OC,81.65245915,71.07,15.28,75.92,15.47,51.20,51.10,52.52,34.24,37.38,36.84,46.51,69.81,65.74,55.11,46.20,50.53,61.00,91.15,49.41,56.63,60.32,61.71,42.84,41.57,56.30,61.18,50.16,60.25,48.53,65.12,48.39,37.55,69.65,49.71,44.05,53.77,50.47,14.78,64.38,13.87,37.34,35.07,43.31,32.80,39.61,35.02,45.04,63.55,40.56,-0.56,18.54,4.92,61.32,34.03,58.24,33.19,42.84,28.51,43.51,14.10,45.27,45.39,44.22,41.67,45.17,52.82,37.61,35.55,37.42,36.40,26.54,18.61,83.09,33.57,45.52,-12.27,105.78,85.73,35.66
*c1cc2c(C(=O)OC2=Nc2cc(ccc2)N=C2OC(=O)c3c2cc(cc3)C(=O)*)cc1,Nc1cccc(N)c1.O=C(c1ccc2C(=O)OC(=O)c2c1)c3ccc4C(=O)OC(=O)c4c3,246.6584182,300.57,244.01,281.13,240.88,276.83,267.44,221.49,253.48,246.89,254.62,281.54,237.28,256.88,246.89,266.62,251.90,236.18,244.39,305.19,229.47,306.64,203.21,303.22,267.95,234.27,220.35,251.00,226.26,115.48,247.21,253.04,200.34,297.87,188.01,231.38,245.05,275.21,221.68,274.29,222.22,266.51,237.24,205.58,252.22,244.49,253.54,281.13,232.31,264.80,222.24,264.14,232.37,255.06,278.04,265.58,244.33,256.85,260.05,239.50,260.94,284.37,242.02,279.28,246.58,282.95,287.68,276.99,256.97,290.77,239.85,270.27,280.17,306.86,223.86,261.44,266.19,288.95,268.44,280.62
*C*,,-2.526682925,35.71,71.26,37.69,70.84,52.62,53.22,5.27,46.60,15.62,43.77,16.13,30.42,2.75,77.76,-18.33,77.59,12.05,-12.32,-47.15,-19.98,-22.44,-35.36,11.14,3.64,-15.84,107.68,-30.19,106.33,25.82,-60.77,-60.77,-56.58,-41.57,-30.71,27.27,-22.25,24.33,86.33,5.46,96.61,4.44,48.39,-54.20,-11.46,-50.62,-10.98,-9.20,-26.41,,,,,,,,,,,,,,,,,,,,,,,,,,-8.90,,-40.81,,17.36,-80.40
*c1c(nnc(n1)c1nc(ccc1)c1nc(c(nn1)c1ccccc1)c1ccc(cc1)Sc1ccc(cc1)*)c1ccccc1,NNC(=N)c1cccc(n1)C(=N)NN.O=C(C(=O)c1ccc(Sc2ccc(cc2)C(=O)C(=O)c3ccccc3)cc1)c4ccccc4,419.5781202,272.94,311.79,268.12,317.64,316.59,313.24,263.66,220.88,259.64,225.59,257.84,277.17,231.24,233.99,271.56,249.09,249.82,293.17,221.32,237.57,234.75,201.44,208.69,247.68,217.16,224.99,261.56,232.00,255.12,269.81,208.52,255.67,237.29,219.43,249.00,246.41,268.77,307.98,259.52,300.71,329.65,318.99,259.89,224.83,262.21,226.68,255.18,287.32,229.28,201.09,219.01,224.82,229.03,252.19,242.12,201.99,222.59,212.82,206.93,208.75,199.70,155.27,214.25,190.00,174.34,239.29,201.98,228.74,201.43,234.41,243.91,246.27,169.07,278.34,273.10,242.18,237.83,241.78,259.69
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)C(c2ccc(cc2)OC(=O)*)(C)C)C)C)cc1,Cc1cc(ccc1N)c2ccc(N)c(C)c2.CC(C)(c1ccc(OC(=O)c2ccc3C(=O)OC(=O)c3c2)cc1)c4ccc(OC(=O)c5ccc6C(=O)OC(=O)c6c5)cc4,87.17702398,232.56,271.48,259.61,265.22,239.97,237.69,265.08,280.69,277.44,287.90,296.44,271.12,209.70,244.60,239.09,249.37,234.59,260.16,212.48,254.70,237.14,228.21,231.40,242.14,208.89,257.21,227.69,257.12,289.44,223.69,204.23,254.62,240.85,225.52,235.81,225.51,231.40,286.35,259.53,284.09,276.54,239.95,278.92,276.36,241.95,284.83,318.98,264.91,274.47,282.27,284.18,298.00,242.85,270.31,273.43,310.69,289.84,292.40,303.45,317.57,264.24,292.91,275.78,299.93,287.51,266.17,253.04,268.77,263.46,265.82,273.71,276.76,349.19,359.66,268.89,219.22,301.02,232.51,239.09
*=c1sc(cs1)c1ccc(cc1)C=*,C#Cc1ccc(C#C)cc1.[S],105.3372816,148.93,108.69,123.51,121.47,121.94,152.16,149.39,150.03,77.60,154.20,144.97,139.42,151.40,113.39,134.84,104.76,75.60,154.39,169.69,147.50,156.82,124.27,172.50,162.80,189.76,111.71,164.47,162.38,74.38,134.31,166.36,149.90,148.19,131.06,177.07,152.88,183.18,123.77,164.03,136.99,126.52,147.68,154.08,147.81,75.81,154.13,143.09,143.71,140.71,111.66,113.85,111.67,117.26,134.35,161.72,111.55,125.39,105.29,121.24,100.14,112.94,115.83,95.88,107.51,118.98,109.91,84.73,178.27,110.91,138.73,127.38,159.87,70.18,145.23,74.66,64.97,135.56,116.61,167.95
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCOC(=O)NCCCCCCNC(=O)OCCCC*,,-34.25655466,61.03,35.03,98.46,36.09,67.71,81.21,58.02,54.38,36.70,57.08,42.06,70.68,50.85,48.09,53.42,37.61,66.97,85.19,72.70,49.51,88.90,79.00,51.41,32.76,64.61,41.29,68.11,32.37,43.02,40.95,74.14,38.35,75.39,78.01,57.26,54.78,56.02,31.52,103.05,29.44,44.93,56.82,66.15,57.55,38.22,58.80,66.81,75.77,,,,,,,,,,,,,,,,,,,,,,,,,,81.96,,61.48,,92.93,50.27
*Oc1ccc(cc1)C(=O)CNc1ccc(cc1)NCC(=O)c1ccc(cc1)*,Nc1ccc(N)cc1.O=C(CCl)c2ccc(Oc1ccc(C(=O)CCl)cc1)cc2,158.6944649,181.33,187.11,164.76,187.28,162.39,187.69,203.10,157.10,205.08,160.72,160.02,160.12,207.10,189.13,179.32,201.30,167.33,197.78,223.57,175.15,192.63,180.17,191.15,192.45,207.25,130.52,172.85,122.45,157.33,177.22,205.96,153.03,205.82,156.70,151.89,159.04,166.66,139.87,167.22,127.11,152.55,166.44,205.75,161.87,202.75,165.16,158.01,142.82,200.47,154.87,237.58,165.24,167.45,199.48,238.73,203.04,224.29,201.50,203.64,209.73,223.42,206.96,209.63,219.11,265.79,242.15,206.51,208.37,228.03,187.58,209.23,209.90,224.26,233.76,204.49,127.18,235.29,254.09,150.55
*OC(=O)N(c1c(ccc(c1)N(C(=O)OCC*)C)C)C,OCCO.Cc1ccc(N=C=O)cc1N=C=O,42.46691504,54.17,54.95,69.40,59.88,48.35,63.29,78.12,63.42,84.48,60.57,33.10,65.95,58.51,33.40,81.42,-6.62,45.27,122.44,88.52,115.27,120.59,118.78,105.96,134.05,91.77,113.60,78.94,84.02,124.94,69.00,89.08,120.21,68.70,102.44,85.88,103.55,74.44,85.87,71.35,84.53,69.18,79.89,86.82,67.65,87.63,66.70,49.84,76.05,100.53,97.47,70.48,101.03,116.65,88.86,118.76,125.35,99.14,123.96,119.08,103.26,61.02,78.69,66.06,84.35,81.68,89.63,50.35,100.64,96.26,98.87,111.71,93.04,57.19,60.14,110.07,77.48,84.54,49.96,91.20
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)N2C(=O)N(C(C(=C2C)C(=O)OCC)c2ccc(cc2)Cl)C(=O)*)cc1,,170.3261787,216.60,269.55,254.53,266.08,281.43,239.12,168.71,209.06,213.30,196.70,205.87,217.75,182.56,159.90,225.30,162.57,183.91,234.16,172.36,250.91,216.53,246.89,212.90,231.27,172.59,198.15,211.20,209.54,196.05,225.07,152.83,259.35,206.96,257.29,226.55,229.40,197.93,264.29,230.39,256.00,212.21,222.93,156.81,213.94,195.55,201.15,188.89,224.12,,,,,,,,,,,,,,,,,,,,,,,,,,257.86,,227.18,,220.74,232.22
*C(C*)(C(=O)Oc1ccc(cc1)C)C,CC(=C)C(=O)Oc1ccc(C)cc1,126.1154692,111.07,94.91,106.03,99.28,112.07,105.51,141.64,104.19,92.94,105.72,111.66,117.33,99.33,89.48,108.72,87.30,105.66,110.84,94.31,95.69,81.24,85.28,85.84,91.10,108.83,92.01,99.09,93.06,116.66,101.17,106.29,111.52,96.74,106.07,118.34,104.29,115.85,97.74,99.21,105.67,104.21,111.27,133.09,104.96,90.60,110.39,96.68,113.06,110.39,96.02,99.81,92.68,129.06,128.36,108.80,139.83,112.08,140.78,143.87,129.66,94.91,95.91,97.49,96.16,100.76,114.08,96.75,105.50,81.23,97.47,115.99,101.02,129.49,88.48,118.97,87.66,118.76,113.58,69.75
*c1sc2c(n1)ccc(c2)OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc1ccc(cc1)*,COC(=O)CCCCC(=O)OC.OCCCCCCCCCCCOc3ccc(c2nc1ccc(OCCCCCCCCCCCO)cc1s2)cc3,-17.21827415,49.91,36.07,49.79,8.32,14.51,61.72,83.72,121.76,59.59,112.03,78.12,75.70,31.82,25.27,32.72,2.25,21.64,63.53,45.05,7.12,58.07,7.03,22.21,36.55,45.71,-12.48,38.61,-20.71,18.92,-0.30,34.29,-36.51,40.42,-17.52,3.92,17.97,43.95,17.93,48.99,-9.54,38.34,43.72,78.10,145.50,60.86,137.01,84.31,96.10,42.77,-32.20,39.99,-40.09,15.26,32.10,62.52,42.09,51.48,49.92,37.87,37.44,46.45,-18.03,31.38,-15.02,4.40,22.37,46.62,-6.78,43.28,-3.22,17.95,4.99,-9.78,33.07,13.39,27.20,9.91,71.11,24.35
*c1nc2c(c(c1)OCCO*)cc(cc2)C,OCCO.Cc1ccc2nc(Cl)cc(Cl)c2c1,88.77435741,96.02,116.63,91.92,118.77,66.62,92.08,139.61,102.45,99.68,99.18,90.57,99.88,118.70,134.93,76.46,127.79,111.01,105.98,129.96,118.20,105.68,110.80,111.54,130.50,104.75,129.68,82.04,131.57,78.25,123.80,120.35,114.24,90.42,104.14,105.14,99.37,111.81,136.70,88.96,137.21,103.80,100.87,113.03,102.82,104.73,96.37,70.12,103.01,94.19,91.24,88.74,91.75,92.86,69.20,44.36,77.07,85.50,84.14,67.37,48.38,93.04,88.53,113.58,90.73,94.85,104.89,84.01,123.25,96.67,107.74,145.58,122.81,67.00,117.81,126.18,108.71,136.90,219.69,108.74
*Oc1ccc(cc1)C(=O)CCCCCCCCC(=O)c1ccc(cc1)OC(=O)*,Oc1ccc(cc1)C(=O)CCCCCCCCC(=O)c2ccc(O)cc2.ClC(=O)Cl,6.568396994,78.65,99.67,48.98,89.45,66.92,86.81,58.28,65.17,68.49,60.06,49.38,83.91,90.32,123.61,72.75,111.76,71.40,91.99,60.09,95.18,65.87,90.44,65.02,71.55,93.23,118.68,51.50,106.03,82.19,57.22,54.06,92.51,72.92,86.70,72.39,64.62,67.07,85.22,50.32,88.56,68.60,75.70,63.59,56.67,61.34,56.35,40.64,72.40,92.14,103.74,49.97,100.84,81.10,68.91,62.03,87.11,54.69,87.12,76.76,66.37,103.61,148.20,89.59,155.09,92.81,101.81,63.65,96.73,89.78,89.67,88.09,92.23,67.94,97.18,53.49,78.12,80.45,87.45,57.46
*c1ccc2c(nc([nH]2)c2cc(ccc2)c2nc3c([nH]2)ccc(c3)C(=O)Nc2ccc(cc2)NC(=O)*)c1,O=C(O)c5ccc4[nH]c(c3cccc(c2nc1cc(C(=O)O)ccc1[nH]2)c3)nc4c5.Nc1ccc(N)cc1,309.3374253,322.07,289.67,307.51,293.12,306.36,305.34,299.08,296.97,302.78,293.24,293.95,295.85,318.19,320.48,291.93,306.02,350.89,316.66,321.15,297.70,301.54,261.77,320.09,326.87,313.64,317.48,289.37,308.40,274.43,326.07,315.46,303.46,290.75,268.69,345.32,325.48,323.54,273.09,307.45,275.84,283.80,295.11,301.14,301.50,311.53,293.98,280.57,311.73,328.23,268.36,294.49,273.63,300.23,308.64,307.98,256.37,292.75,263.48,267.08,289.93,318.13,294.88,302.33,287.38,340.49,318.21,328.54,260.76,287.85,251.26,289.18,303.53,337.65,326.75,241.25,326.45,358.50,322.93,269.32
*OCC1(C2CCC(C1)CC2)C*,C1OCC12CC3CCC2CC3,81.08225465,39.32,65.55,51.48,65.14,45.84,51.51,56.60,36.09,69.94,33.42,75.00,61.49,90.80,137.13,108.01,100.82,108.74,129.77,171.15,79.64,155.94,45.92,133.39,145.31,113.12,191.96,85.58,151.02,69.73,97.92,115.31,71.78,146.85,58.23,107.69,131.44,39.27,82.57,51.25,86.58,24.52,41.51,57.87,38.04,88.41,32.41,32.44,53.93,48.58,88.96,-5.02,86.45,72.63,67.07,47.92,69.27,-10.72,66.97,70.84,44.04,54.06,93.41,86.26,94.55,66.98,19.61,133.43,53.33,147.34,33.23,63.47,104.97,88.09,141.92,96.17,115.75,137.54,76.02,124.29
*c1nc(ccc1)C=Nc1ccc(cc1)N=C*,Nc1ccc(N)cc1.O=Cc1cccc(C=O)n1,139.1234551,129.17,129.78,121.13,136.72,142.94,163.70,134.45,148.19,123.41,152.86,138.43,161.10,101.43,158.86,153.82,158.65,148.79,166.65,177.18,153.13,151.67,142.06,147.62,176.49,62.27,147.99,149.50,139.51,107.54,101.00,174.46,137.04,138.55,135.06,135.31,137.86,146.80,135.58,132.60,143.45,117.26,156.87,129.79,148.65,127.46,149.11,147.70,170.91,184.42,186.39,163.50,195.08,216.33,213.99,155.01,210.62,198.66,226.79,226.35,205.84,247.50,229.23,159.58,250.63,231.63,241.18,243.94,217.24,168.69,192.41,211.37,218.01,162.53,120.48,196.14,208.29,191.68,77.08,55.70
*/C(=C(/*)\c1ccccc1)/c1ccccc1,C(#Cc1ccccc1)c2ccccc2,206.5698859,180.69,151.13,168.80,149.90,211.76,145.43,178.13,169.19,203.62,170.10,173.54,165.51,208.92,189.32,162.00,190.43,186.61,174.05,219.24,159.43,180.63,137.67,136.26,162.16,202.32,178.14,165.73,161.66,159.51,167.03,217.63,163.76,164.47,147.70,171.40,169.65,160.12,124.79,162.24,132.92,156.81,135.17,176.30,166.94,197.08,173.60,164.46,162.17,149.25,109.90,126.27,112.98,136.69,125.00,132.77,117.69,127.06,112.70,128.11,108.22,219.36,108.71,157.54,92.12,144.06,158.38,231.91,133.20,141.26,118.25,113.45,155.87,93.61,157.61,111.28,86.90,173.73,190.36,184.07
*N1C(CN(C(C1)C)C(=O)OCCOC(=O)*)C,CC1CNC(C)CN1.ClC(=O)OCCOC(=O)Cl,60.10633691,98.20,110.66,36.16,105.09,107.95,81.23,78.13,92.82,92.68,77.37,113.82,129.81,70.63,70.95,73.83,63.95,57.25,113.39,93.83,78.76,85.14,65.76,86.01,82.83,93.48,149.62,56.42,141.69,66.86,94.46,98.01,94.83,96.63,66.18,72.37,100.46,75.31,100.04,36.54,99.13,87.38,58.50,92.22,91.36,111.22,73.93,106.11,120.93,32.10,77.45,15.84,68.27,67.26,40.75,72.05,16.30,41.53,-5.69,18.66,20.20,134.58,117.06,84.97,114.20,123.17,102.87,68.36,28.36,40.90,30.85,27.14,39.41,137.05,113.85,56.53,118.43,176.01,28.52,0.55
*C1C(CC1)*,C1CC=C1,69.57488221,88.52,111.66,79.53,117.67,99.35,109.76,127.34,107.91,106.31,102.52,118.71,118.93,76.05,127.89,73.70,126.39,70.07,104.39,105.45,30.85,93.20,-8.11,43.73,57.77,97.78,141.17,121.77,139.21,87.79,72.28,50.61,41.41,81.20,26.59,111.17,89.51,89.98,125.85,80.46,132.19,102.17,105.08,113.29,108.22,94.82,100.05,94.27,124.29,37.29,75.86,54.83,72.58,60.94,43.55,9.04,67.88,77.32,57.06,59.46,43.90,-17.27,22.36,34.36,8.78,-13.61,-49.67,-22.18,34.31,-6.25,25.08,18.07,23.47,42.81,67.99,80.59,81.30,26.89,106.70,116.52
*OC(C*)CCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)OCC(CC)C,,-0.17829817,8.68,-17.86,38.22,-26.54,19.41,11.58,21.03,-20.60,35.18,-12.85,20.52,18.82,23.00,-15.07,41.64,-24.61,28.46,46.41,16.28,8.92,35.99,16.01,29.49,17.93,28.48,-45.60,37.86,-54.62,42.90,14.60,16.98,13.43,36.27,28.09,32.52,21.84,8.73,-8.73,32.44,-19.87,7.27,11.98,15.32,-21.47,35.76,-15.14,-6.92,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,14.82,,12.59,,30.54,-3.75
*C(C*)(C(=O)OCCOC(=O)c1cc(cc(c1)OC(=O)c1ccc(cc1)N=Nc1ccc(cc1)OCCCCCCC)OC(=O)c1ccc(cc1)N=Nc1ccc(cc1)OCCCCCCC)C,C=C(C)C(=O)OCCOC(=O)c5cc(OC(=O)c2ccc(N=Nc1ccc(OCCCCCCC)cc1)cc2)cc(OC(=O)c4ccc(N=Nc3ccc(OCCCCCCC)cc3)cc4)c5,9.014452923,63.64,38.24,77.34,4.58,91.16,62.84,62.00,63.51,50.79,55.73,55.54,69.38,40.84,64.16,69.36,46.66,99.58,127.51,51.57,-3.82,74.66,21.77,57.94,35.69,32.01,69.14,70.27,41.19,109.69,53.83,57.80,17.02,66.20,64.38,65.04,67.95,53.04,47.88,68.73,17.17,51.77,58.88,58.35,64.60,48.12,58.58,71.93,75.88,86.16,61.13,83.48,69.63,88.63,53.34,85.18,73.65,50.62,71.43,72.61,87.46,45.15,51.81,74.18,45.85,119.65,65.48,65.34,27.29,80.49,63.05,61.33,53.41,57.96,102.46,78.82,19.07,54.99,85.00,60.61
